category,rating,label,text_
Home_and_Kitchen_5,5,OR,These were great to send my grandkids their Halloween treats
Home_and_Kitchen_5,5,OR,Save a ton by using these instead of paper towels!
Home_and_Kitchen_5,2,OR,These are so weak. They barely bring in any air.
Home_and_Kitchen_5,5,OR,"Great set of glasses!  Good quality, comfortable to handle."
Home_and_Kitchen_5,4,OR,It feels cool to the touch but is super hard.
Home_and_Kitchen_5,5,OR,"So cute, made well my grand daughter will love this."
Home_and_Kitchen_5,5,OR,Works as expected for connecting CCTV power supply to cameras.
Home_and_Kitchen_5,5,OR,Very Soft ! Definitely better quality than I was expecting.
Home_and_Kitchen_5,5,OR,Nice and contemporary. Great for the price. Easy to assemble.
Home_and_Kitchen_5,5,OR,Super cute and appears to be great quality! Highly recommend!
Home_and_Kitchen_5,5,OR,These are really cool actually.  My boyfriend loved them.
Home_and_Kitchen_5,5,OR,Bought as a gift for a cousin.  Very nice.
Home_and_Kitchen_5,1,OR,Stopped working after one use still waiting on my refund
Home_and_Kitchen_5,4,OR,cute and reasonably price. I am happy with my purchase.
Home_and_Kitchen_5,5,OR,Well received and comfortable. Gave as gift to dialysis patient.
Home_and_Kitchen_5,2,OR,"do not expected to be so poor on quality ,"
Home_and_Kitchen_5,5,OR,Easy to review. The kid DDS love them!  Thanks
Home_and_Kitchen_5,3,CG,"Really ruff under your feet, it feels very sturdy. I will keep my feet in the chair"
Home_and_Kitchen_5,5,CG,Order to place special photos on the wall.  We've had it for a couple of weeks and
Home_and_Kitchen_5,5,CG,"baby like it! Thermal insulation helps to keep the food warmer.

The thermal insulation helps keep"
Home_and_Kitchen_5,4,CG,"I like it, just wish it had more wide opening. I also love that it's been made"
Home_and_Kitchen_5,5,CG,I love pyrex quality and this set is the best. I will be purchasing more in the future
Home_and_Kitchen_5,5,CG,"Perfect for additional storage and convenience. The only problem is that it's not really a vacuum, but"
Home_and_Kitchen_5,5,CG,These smell great! I'm pretty happy with the quality and quality of this product!This is a
Home_and_Kitchen_5,2,CG,The turquoise is almost neon. It's a very bright pink.
Home_and_Kitchen_5,5,CG,"Easy to hold, and the material is nice and thick. I will keep my shelves in order and"
Home_and_Kitchen_5,5,CG,"Works great for chocolate, yogurt, or any other fruit. I also love that it's removable and"
Home_and_Kitchen_5,5,CG,Love it. I think I will buy more.Very nice set of knives!  I have one
Home_and_Kitchen_5,5,CG,Nice small ottoman that does what it should.  Not too big or too small. 
Home_and_Kitchen_5,5,CG,they look great in my kitchen. The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,5,CG,Bought this as a Father's Day gift and it's just what I needed!  I love
Home_and_Kitchen_5,5,CG,"Great for winter months, very soft and comfortable.  I've slept on this for about a week"
Home_and_Kitchen_5,3,CG,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn
Home_and_Kitchen_5,5,CG,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional"
Home_and_Kitchen_5,3,CG,Need to buy two to go with the wide wooden legs of the bedding. I have one in
Home_and_Kitchen_5,5,CG,Very nice and sturdy. I use it as a long-term storage container for my small bags of
Home_and_Kitchen_5,5,CG,"Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits"
Home_and_Kitchen_5,5,CG,"Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,"
Home_and_Kitchen_5,5,CG,"Nice large, sturdy canvas tote, and it's lightweight and comfortable."
Home_and_Kitchen_5,5,CG,Good quality and good price. I love the look and feel of this pillow.
Home_and_Kitchen_5,1,CG,"I ordered the light blue, and it arrived with a very small opening.  The yellow was just"
Home_and_Kitchen_5,5,CG,Purchased as a gift!  We have had this one for two months now and it's
Home_and_Kitchen_5,5,CG,Very good price for product!I have had this for a few months now and have used it every
Home_and_Kitchen_5,5,CG,"Gets all the shampoo &/or conditioner you want, and I will keep my shower in"
Home_and_Kitchen_5,5,CG,This is a mini-chair! Not a real chair. It is a full chair that is comfortable
Home_and_Kitchen_5,5,CG,Happy with my purchase.  We have had the same mattress for a few months now and this one
Home_and_Kitchen_5,5,CG,Works great to keep light on. The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,5,CG,"Bought for son in college, and he loves it!Very good quality."
Home_and_Kitchen_5,1,CG,"Terrible, complete waste of money. Not a whole lot to say."
Home_and_Kitchen_5,4,CG,It looks very nice in my bedroom and the materials are good.  I have a large one and
Home_and_Kitchen_5,5,CG,Easy to put together and looks nice and the finish is good.  I have a large one and
Home_and_Kitchen_5,5,CG,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty
Home_and_Kitchen_5,5,CG,"I'm so glad I got this set, as it is a great deal for the price! "
Home_and_Kitchen_5,5,CG,"Do the job, are adorable, and have the quality to make them a nice addition to the kitchen"
Home_and_Kitchen_5,2,CG,Too much work.  This is an easy way to make a smoothie that is perfect for the
Home_and_Kitchen_5,3,CG,Just okay. Did not fit my containers well. We love this blanket.
Home_and_Kitchen_5,5,CG,"As far as little plastic, it's fine, but I'm not sure how well it will hold"
Home_and_Kitchen_5,5,CG,"So nice, was a gift for a friend. We love this blanket."
Home_and_Kitchen_5,4,CG,Skinnier than I thought. But it has the quality and design of a lot of other products
Home_and_Kitchen_5,5,CG,Very quick shipping and excellent customer service.  Great value for the money!This is a great little
Home_and_Kitchen_5,5,CG,"Works great, this design makes it easy to hang and it is a nice size for the size of"
Home_and_Kitchen_5,5,CG,Perfect! Works in your oven and has the right height. I also love that it's removable and
Home_and_Kitchen_5,5,CG,"Service was great, can't wait to try it out!Very good quality."
Home_and_Kitchen_5,5,CG,Arrived quickly and is the perfect size for the long haul.  I also have a large one
Home_and_Kitchen_5,1,CG,"CHEAP CHINA.  Not a big deal, but it is a little pricey for a"
Home_and_Kitchen_5,4,CG,Gave to Mother as a gift. The quality is good but it's not really the best one
Home_and_Kitchen_5,3,CG,"Great for spices but not for anything else.  Not good enough.Nice, sturdy, and functional"
Home_and_Kitchen_5,1,OR,My car smells no different after 3 weeks.  Snake oil.
Home_and_Kitchen_5,5,OR,This pillow cushion is well constructed and easily washed. Very comfortable.
Home_and_Kitchen_5,5,OR,Haven't used the big ones but the small ones work great!
Home_and_Kitchen_5,5,OR,Takes out the mystery of when my meat is finished cooking
Home_and_Kitchen_5,3,OR,Its nice to have an organizer large enough for the utensils.
Home_and_Kitchen_5,5,OR,Works perfectly.  Easy to put in your art and hang.
Home_and_Kitchen_5,5,OR,Great little rug!  I'd buy it again in different colors.
Home_and_Kitchen_5,4,OR,Holds some gift wrap but not longer tubes which is disappointing.
Home_and_Kitchen_5,4,OR,Belts never last long enough but this seems to work okay.
Home_and_Kitchen_5,5,OR,"Such a great price, less expensive than renting & great quality"
Home_and_Kitchen_5,4,OR,Good for the price but doesn't soften up much after washing
Home_and_Kitchen_5,5,OR,I love these sheets!!!!  Goes great with my star quilts
Home_and_Kitchen_5,5,OR,Great mug - bigger than I thought it would be too!
Home_and_Kitchen_5,5,OR,I gave this as a gift and my daughter loves hers.
Home_and_Kitchen_5,5,OR,These are great!  Great space saver in our laundry room!
Home_and_Kitchen_5,5,OR,Very flexible leading edge not quite as helpful under all conditions.
Home_and_Kitchen_5,1,OR,bottom will not stay on.....zero customer service  do not buy
Home_and_Kitchen_5,4,OR,"Very nice, elegant glass and does improve the taste of wine."
Home_and_Kitchen_5,5,OR,excellent product if you are a side sleeper this is perfect
Home_and_Kitchen_5,5,OR,When there not in the oven they make great place mats
Home_and_Kitchen_5,5,OR,love it  it is so cute in my new bathroom
Home_and_Kitchen_5,5,OR,Exactly as pictured! Sturdy and perfect for baking and cooking needs!
Home_and_Kitchen_5,5,OR,Top notch artistry done on this bust from grand jesters studios.
Home_and_Kitchen_5,5,OR,Love these and I get many comments on this spoon :-)
Home_and_Kitchen_5,5,OR,"Did not expect this table to  be this nice, Thanks"
Home_and_Kitchen_5,5,OR,Great product. Arrived on time and matched my shower curtain perfectly.
Home_and_Kitchen_5,5,OR,a nice secondary vacuum for small apartments and reaching tight areas
Home_and_Kitchen_5,5,OR,"Good size, good value for money. Looks great in my bar."
Home_and_Kitchen_5,3,OR,"Somewhat hard to clean, not as convenient as I had hoped."
Home_and_Kitchen_5,5,OR,Works Great with all my battery candles of the same brand.
Home_and_Kitchen_5,3,OR,Ok pillow kind of too hard and firm not very soft
Home_and_Kitchen_5,5,OR,"Perfection. Beyond easy to use, minimal effort, fast and perfect froth."
Home_and_Kitchen_5,5,OR,Love this item. I smile every time I I use it
Home_and_Kitchen_5,5,OR,Fleece blanket is cozy warm. It was exactly what I wanted.
Home_and_Kitchen_5,3,OR,Noticed today top I'd bubbling up where a glass was set
Home_and_Kitchen_5,3,OR,Great for weighing in lbs and oz not grams. Fast shipping.
Home_and_Kitchen_5,5,OR,These were great. I just had to order a longer size.
Home_and_Kitchen_5,5,OR,Nice sticks; used these for almost every meal; good for PHO.
Home_and_Kitchen_5,5,OR,This is one of the best things I have ever bought
Home_and_Kitchen_5,4,OR,Love it but too small.  Would love in larger size
Home_and_Kitchen_5,5,OR,"Perfect for my candy buffet, and it will certainly be multipurpose."
Home_and_Kitchen_5,5,OR,Works perfect. Use this for my EV cord in the garage
Home_and_Kitchen_5,1,OR,Do not waste your money.  It broke after one month.
Home_and_Kitchen_5,4,OR,"A little tacky, but on the shelf in the spare bathroom."
Home_and_Kitchen_5,3,OR,Helps cool my memory mattress a little but not a lot.
Home_and_Kitchen_5,5,OR,This is perfect. I wish I would have ordered it earlier.
Home_and_Kitchen_5,5,OR,"Excellent packaging, Fast shipping , super quality for the right price."
Home_and_Kitchen_5,4,OR,Good mix - my favorite is still the Goloka Nag Champa
Home_and_Kitchen_5,5,OR,Just what the bride wanted came out nice with the engraving.
Home_and_Kitchen_5,4,OR,"The color slightly different than I got,the website pictures looks better."
Home_and_Kitchen_5,5,CG,"Really great, soft and warm. I love the feel of this blanket."
Home_and_Kitchen_5,1,CG,"LESS THEN 1 YEAR OLD, BUT NO MORE!!  I've had mine for 2 months now"
Home_and_Kitchen_5,5,CG,"It's a pint. And it's a pint, too.

It's also a pint"
Home_and_Kitchen_5,5,CG,Perfect for what I needed. I love the look and feel of this pillow.
Home_and_Kitchen_5,5,CG,Bought this just to pick up an old mattress and it was a nice piece of equipment. 
Home_and_Kitchen_5,2,CG,the plastic rings either gone or destroyed the pieces.  I will keep my old ones as gifts.
Home_and_Kitchen_5,4,CG,"Nice just more trouble then it looks, the finish is a bit thin, not the best quality."
Home_and_Kitchen_5,5,CG,Great Seller. Item just like it.Great quality and just what I needed for my kitchen! 
Home_and_Kitchen_5,5,CG,Very cute. Go with what you have. Not too big or too small.
Home_and_Kitchen_5,5,CG,looks high end and feels nice. The only problem is that it's kind of hard to put
Home_and_Kitchen_5,5,CG,"This mug is VERY nice.  I love the look and feel of it, and the size and"
Home_and_Kitchen_5,4,CG,It works really well it looks great and the materials are good.  I have a large one and
Home_and_Kitchen_5,5,CG,Ordered this as a gift and it arrived on time. I will keep my review for the next
Home_and_Kitchen_5,4,CG,Beautiful calming light. Not sure what it is. We love this blanket.
Home_and_Kitchen_5,1,CG,I like the clock although it has the design flaw which is that it is a little hard to read
Home_and_Kitchen_5,5,CG,Exactly as advertised. Better quality than the original. We love this blanket.
Home_and_Kitchen_5,5,CG,Perfect solution to sorting his messes and the tools. I also love that it's removable and can
Home_and_Kitchen_5,5,CG,"very cute item, going to go with the wide wooden legs for a nice dinner table."
Home_and_Kitchen_5,4,CG,Beautious!  The perfect wall clock.  It's a good size and looks great in my
Home_and_Kitchen_5,2,CG,Just OK. Am buying a second set.I love these containers.  They work well and look
Home_and_Kitchen_5,5,CG,Great comforter especially when you are on the go.  I will keep my shelves in order
Home_and_Kitchen_5,5,CG,"It's nice, fit just right, and the quality is good.

The only reason I"
Home_and_Kitchen_5,5,CG,These are very nice mugs.  They are very long and fit nicely on my shelves. 
Home_and_Kitchen_5,5,CG,Easy to assemble.  Arrived on time and as described.  My husband and I have been
Home_and_Kitchen_5,5,CG,I bought one for my daughter and it was very comfortable.  She also loves the way the bed
Home_and_Kitchen_5,5,CG,Wife love s it. Packed it with the pieces and it was perfect.
Home_and_Kitchen_5,5,CG,I love CrockPots that is perfect for the wide variety of containers.
Home_and_Kitchen_5,5,CG,I hang it myself and it looks nice.  I've also used it for a few hours.
Home_and_Kitchen_5,5,CG,"Using my second set of glasses, I thought they would be a nice addition to the kitchen. "
Home_and_Kitchen_5,5,CG,Big mirror that fits perfectly into my cabinet.  I've also used this for a few years.
Home_and_Kitchen_5,4,CG,Pretty good!  quite a few of the pieces are just too small.  I would recommend them
Home_and_Kitchen_5,5,CG,This is the second one that I have bought and it is a nice piece of equipment.
Home_and_Kitchen_5,5,CG,"Perfect size for hanging wreath, an easy to use and efficient way to make a small wreath"
Home_and_Kitchen_5,5,CG,"I ADORE these bowls, can't wait to make the next batch of cold drinks!This is"
Home_and_Kitchen_5,5,CG,They work great. I also use it as a measuring cup for measuring cupcakes.
Home_and_Kitchen_5,5,CG,Nice fit in the hand.  I love the feel of the fabric.  The colors are just
Home_and_Kitchen_5,4,CG,Great for the price!  We have had this for a few months now and have used it every
Home_and_Kitchen_5,5,CG,I bought these for bottling wine.  I love them.  I also like the fact that
Home_and_Kitchen_5,5,CG,Good padding and nice quality.  I love the feel of the fabric.  I would buy again
Home_and_Kitchen_5,5,CG,I love this popcorn machine!  I love the popcorn and I will keep my popcorn in this one
Home_and_Kitchen_5,3,CG,Nice but the size of the containers is a little small for a cup of tea.Very pretty.
Home_and_Kitchen_5,5,CG,Much easier to use Can't go wrong with this product. I will keep my review for the next
Home_and_Kitchen_5,5,CG,Great can opener that looks nice on the countertop. I will keep my opener in the drawer.
Home_and_Kitchen_5,5,CG,"love it, just wish the handle was more wide. Very good quality."
Home_and_Kitchen_5,1,CG,seems to have a defective seal. The only way to fix it is to just throw the container
Home_and_Kitchen_5,4,CG,works great. But boy do I love the fact that you can't just turn it off and off
Home_and_Kitchen_5,5,CG,"These are sturdy, snap into place, and are very comfortable.

The only reason I gave"
Home_and_Kitchen_5,5,CG,"These have worked out so well. The only problem is that they are small, and the one I"
Home_and_Kitchen_5,5,OR,"Great color and feel, very soft and great price.
I would recommend it."
Home_and_Kitchen_5,4,OR,Very small but works if you don't have a lot of space.
Home_and_Kitchen_5,1,OR,Burns the hell out of my hands. Doesn't work at high temps
Home_and_Kitchen_5,5,OR,Works so fast. replaced the one I broke.
Home_and_Kitchen_5,5,OR,This shower curtain is beautiful. Nice fabric. Looks great in my bathroom.
Home_and_Kitchen_5,4,OR,Use it at work with our staff of 5. Holding up well.
Home_and_Kitchen_5,5,OR,Great mug! Husband says it is one of his favorites.
Home_and_Kitchen_5,5,OR,Worked out great for the small space I had in my closet!
Home_and_Kitchen_5,3,OR,"Was a gift, so don't know how it is. It is beautiful."
Home_and_Kitchen_5,5,OR,"This product actually works. Tried before and after use, definitely a difference."
Home_and_Kitchen_5,5,OR,Very happy with the quality of the merchandise and the speedy delivery.
Home_and_Kitchen_5,5,OR,"American made! Love that, now I just need the matching measuring cups"
Home_and_Kitchen_5,3,OR,Not enough for a whole pie. Would need two or three sets.
Home_and_Kitchen_5,5,OR,Very impressed with the quality. Its a great size bag and durable.
Home_and_Kitchen_5,5,OR,Does what it is suppose to do. Hot water in a flash
Home_and_Kitchen_5,4,OR,"fantastic goblet, can store a lot of fluid like wine and beer!"
Home_and_Kitchen_5,5,OR,Doesn't get warm even after sitting on it for hours.
Home_and_Kitchen_5,5,OR,I can't believe the low price for such quality!  Love it!
Home_and_Kitchen_5,4,OR,This is a reorder. Rated before whwn originally purchase.
Home_and_Kitchen_5,5,OR,Makes a good cup of coffee and takes any of the cups
Home_and_Kitchen_5,5,OR,I ordered this for my husband...he loves the set...especially the noodle strainer:)
Home_and_Kitchen_5,1,OR,Plastic threads in the socket and the bulbs sent do not fit.
Home_and_Kitchen_5,3,OR,Nice. haven't totally unpacked it yet. is a gift. Styrofoam all over the place.
Home_and_Kitchen_5,2,OR,don't last long if you pull it along but otherwise it's ok
Home_and_Kitchen_5,5,OR,Exactly what I was looking for.  Love that they are clear.
Home_and_Kitchen_5,5,OR,These are great toilet brush holders. Sleek design and appear well made
Home_and_Kitchen_5,5,OR,Excellent service; arrived quickly and as promised. This is a lovely lamp.
Home_and_Kitchen_5,5,OR,I loved this! Small little cookie cutter - does its job perfectly.
Home_and_Kitchen_5,4,OR,"Makes keeping track of shoes easier, up off the floor and visible."
Home_and_Kitchen_5,5,OR,Wonderful product.  Shipped promptly.  Ordered about ten sets a gifts.
Home_and_Kitchen_5,3,OR,"very slow toasting, my rye bread becomes rock hard before it's toasted."
Home_and_Kitchen_5,3,OR,"I do find it a bit too soft, but overall it's ok."
Home_and_Kitchen_5,4,OR,I bought 10 of them and one of the corners was broken.
Home_and_Kitchen_5,5,OR,"I want more
The perfect pasta,cereal,ice cream,soup bowl ever perfect size for cereal"
Home_and_Kitchen_5,5,OR,I love the Blue Air product and these filter covers are awesome!
Home_and_Kitchen_5,5,OR,Love it! Good quality and nice soft night light and noise variations
Home_and_Kitchen_5,2,OR,worked OK the one time before it fell apart and became unusable
Home_and_Kitchen_5,5,OR,Is s good strong suction vacuume. World's good an the carpet also.
Home_and_Kitchen_5,5,OR,Nice floral. no dead heading and no watering.
Home_and_Kitchen_5,5,OR,The lghts work beautifully and are very bright.
Home_and_Kitchen_5,5,OR,Worked for my rum infused chocolate covered strawberries and molded chocolate hearts.
Home_and_Kitchen_5,5,OR,The shells are beautiful and just what I'm looking for.  Thanks.
Home_and_Kitchen_5,5,OR,"Good quality, great price.  A tad loose on my 15"" mattress."
Home_and_Kitchen_5,5,OR,very sturdy and a great addition to our eat in breakfast nook.
Home_and_Kitchen_5,5,OR,"Classic, sturdy and functional.  Perfect for keeping honey at room temperature."
Home_and_Kitchen_5,5,OR,"Wonderful!!!!! Great size, throw them in the dishwasher - these area GREAT!!!!!"
Home_and_Kitchen_5,1,OR,This one came to me broken!! The handle was a broken piece!
Home_and_Kitchen_5,5,OR,"Sturdy,  holds all my Camis and makes them easy to access."
Home_and_Kitchen_5,5,CG,Beautiful shower curtain. Just what I wanted. Looks good in my bathroom.
Home_and_Kitchen_5,5,CG,I have used these containers for a couple of weeks and I really love them. I have one in
Home_and_Kitchen_5,5,CG,Love the way the top holds the suction cups. I also love that the suction cups are
Home_and_Kitchen_5,5,CG,"Love the candles...have ordered more...also, have had the candles burn for a couple of weeks"
Home_and_Kitchen_5,5,CG,"Used as a white elephant, it's just too thin for my liking."
Home_and_Kitchen_5,5,CG,My daughters loves it!  We have had it for a few months now and it's been great
Home_and_Kitchen_5,5,CG,"For a single cup of coffee, you can feel the coffee taste fresher, the coffee tastes lighter"
Home_and_Kitchen_5,1,CG,Not what I expected my old ones to be. I will keep them for the future.
Home_and_Kitchen_5,5,CG,unpacked and used as soon as it arrived.  I was a little surprised how well this one
Home_and_Kitchen_5,2,CG,"Very flimsy for blackout curtains. Not an easy task to put together. Also, the dimensions are"
Home_and_Kitchen_5,5,CG,"A standard christmas present for a friend, she loves it.

The only reason I gave"
Home_and_Kitchen_5,5,CG,"Looks fantastic in my guest room. The only problem is that it's not really a vacuum, but"
Home_and_Kitchen_5,5,CG,So easy to put up!  I love the look and feel of this pillow.
Home_and_Kitchen_5,5,CG,I absolutely love it.  We have had it for a few months now and it's been great
Home_and_Kitchen_5,5,CG,"Fits my 32 oz. Ozark, and I love the fact that it comes with a small"
Home_and_Kitchen_5,5,CG,Such an amazing product and looks amazing in the kitchen. I will definitely buy again!Very pretty.
Home_and_Kitchen_5,5,CG,Perfect size for eggs for a couple of reasons.  I need a lot of egg whites and they
Home_and_Kitchen_5,5,CG,"Great straws - very durable and will last a long time.

The only reason I gave"
Home_and_Kitchen_5,4,CG,Does the job but thinner than a professional blender?  I will say that it's a pretty good
Home_and_Kitchen_5,5,CG,Nicely made.  Great for keeping an open space on a shelf.  Very well made.
Home_and_Kitchen_5,4,CG,Fits well and seems to last a long time. Very good quality.
